date,datatype,station,attributes,value
2022-05-25,PRCP,GHCND:USW00014732,",,W,2400",0
2022-05-25,TMAX,GHCND:USW00014732,",,W,2400",211
2022-05-25,TMIN,GHCND:USW00014732,",,W,2400",128
2022-05-26,PRCP,GHCND:USW00014732,",,W,2400",0
2022-05-26,TMAX,GHCND:USW00014732,",,W,2400",211
2022-05-26,TMIN,GHCND:USW00014732,",,W,2400",128
2022-05-27,PRCP,GHCND:USW00014732,",,W,2400",41
2022-05-27,TMAX,GHCND:USW00014732,",,W,2400",261
2022-05-27,TMIN,GHCND:USW00014732,",,W,2400",178
2022-05-28,PRCP,GHCND:USW00014732,",,W,2400",69
2022-05-28,TMAX,GHCND:USW00014732,",,W,2400",250
2022-05-28,TMIN,GHCND:USW00014732,",,W,2400",172
2022-05-29,PRCP,GHCND:USW00014732,",,W,2400",0
2022-05-29,TMAX,GHCND:USW00014732,",,W,2400",261
2022-05-29,TMIN,GHCND:USW00014732,",,W,2400",167
2022-05-30,PRCP,GHCND:USW00014732,",,W,2400",0
2022-05-30,TMAX,GHCND:USW00014732,",,W,2400",300
2022-05-30,TMIN,GHCND:USW00014732,",,W,2400",183
2022-05-31,PRCP,GHCND:USW00014732,",,W,2400",0
2022-05-31,TMAX,GHCND:USW00014732,",,W,2400",339
2022-05-31,TMIN,GHCND:USW00014732,",,W,2400",172
2022-06-01,PRCP,GHCND:USW00014732,",,W,2400",213
2022-06-01,TMAX,GHCND:USW00014732,",,W,2400",194
2022-06-01,TMIN,GHCND:USW00014732,",,W,2400",150
2022-06-02,PRCP,GHCND:USW00014732,",,W,2400",132
2022-06-02,TMAX,GHCND:USW00014732,",,W,2400",283
2022-06-02,TMIN,GHCND:USW00014732,",,W,2400",167
2022-06-03,PRCP,GHCND:USW00014732,"T,,W,2400",0
2022-06-03,TMAX,GHCND:USW00014732,",,W,2400",239
2022-06-03,TMIN,GHCND:USW00014732,",,W,2400",161
2022-06-04,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-04,TMAX,GHCND:USW00014732,",,W,2400",272
2022-06-04,TMIN,GHCND:USW00014732,",,W,2400",172
2022-06-05,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-05,TMAX,GHCND:USW00014732,",,W,2400",244
2022-06-05,TMIN,GHCND:USW00014732,",,W,2400",156
2022-06-06,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-06,TMAX,GHCND:USW00014732,",,W,2400",272
2022-06-06,TMIN,GHCND:USW00014732,",,W,2400",178
2022-06-07,PRCP,GHCND:USW00014732,",,W,2400",13
2022-06-07,TMAX,GHCND:USW00014732,",,W,2400",256
2022-06-07,TMIN,GHCND:USW00014732,",,W,2400",183
2022-06-08,PRCP,GHCND:USW00014732,"T,,W,2400",0
2022-06-08,TMAX,GHCND:USW00014732,",,W,2400",294
2022-06-08,TMIN,GHCND:USW00014732,",,W,2400",194
2022-06-09,PRCP,GHCND:USW00014732,",,W,2400",178
2022-06-09,TMAX,GHCND:USW00014732,",,W,2400",294
2022-06-09,TMIN,GHCND:USW00014732,",,W,2400",189
2022-06-10,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-10,TMAX,GHCND:USW00014732,",,W,2400",267
2022-06-10,TMIN,GHCND:USW00014732,",,W,2400",178
2022-06-11,PRCP,GHCND:USW00014732,",,W,2400",58
2022-06-11,TMAX,GHCND:USW00014732,",,W,2400",239
2022-06-11,TMIN,GHCND:USW00014732,",,W,2400",183
2022-06-12,PRCP,GHCND:USW00014732,",,W,2400",20
2022-06-12,TMAX,GHCND:USW00014732,",,W,2400",228
2022-06-12,TMIN,GHCND:USW00014732,",,W,2400",178
2022-06-13,PRCP,GHCND:USW00014732,"T,,W,2400",0
2022-06-13,TMAX,GHCND:USW00014732,",,W,2400",300
2022-06-13,TMIN,GHCND:USW00014732,",,W,2400",206
2022-06-14,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-14,TMAX,GHCND:USW00014732,",,W,2400",283
2022-06-14,TMIN,GHCND:USW00014732,",,W,2400",194
2022-06-15,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-15,TMAX,GHCND:USW00014732,",,W,2400",272
2022-06-15,TMIN,GHCND:USW00014732,",,W,2400",194
2022-06-16,PRCP,GHCND:USW00014732,",,W,2400",71
2022-06-16,TMAX,GHCND:USW00014732,",,W,2400",228
2022-06-16,TMIN,GHCND:USW00014732,",,W,2400",172
2022-06-17,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-17,TMAX,GHCND:USW00014732,",,W,2400",333
2022-06-17,TMIN,GHCND:USW00014732,",,W,2400",211
2022-06-18,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-18,TMAX,GHCND:USW00014732,",,W,2400",250
2022-06-18,TMIN,GHCND:USW00014732,",,W,2400",150
2022-06-19,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-19,TMAX,GHCND:USW00014732,",,W,2400",233
2022-06-19,TMIN,GHCND:USW00014732,",,W,2400",133
2022-06-20,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-20,TMAX,GHCND:USW00014732,",,W,2400",261
2022-06-20,TMIN,GHCND:USW00014732,",,W,2400",161
2022-06-21,PRCP,GHCND:USW00014732,",,W,2400",23
2022-06-21,TMAX,GHCND:USW00014732,",,W,2400",250
2022-06-21,TMIN,GHCND:USW00014732,",,W,2400",178
2022-06-22,PRCP,GHCND:USW00014732,",,W,2400",25
2022-06-22,TMAX,GHCND:USW00014732,",,W,2400",200
2022-06-22,TMIN,GHCND:USW00014732,",,W,2400",167
2022-06-23,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-23,TMAX,GHCND:USW00014732,",,W,2400",239
2022-06-23,TMIN,GHCND:USW00014732,",,W,2400",156
2022-06-24,PRCP,GHCND:USW00014732,"T,,W,2400",0
2022-06-24,TMAX,GHCND:USW00014732,",,W,2400",283
2022-06-24,TMIN,GHCND:USW00014732,",,W,2400",178
2022-06-25,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-25,TMAX,GHCND:USW00014732,",,W,2400",322
2022-06-25,TMIN,GHCND:USW00014732,",,W,2400",206
2022-06-26,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-26,TMAX,GHCND:USW00014732,",,W,2400",328
2022-06-26,TMIN,GHCND:USW00014732,",,W,2400",217
2022-06-27,PRCP,GHCND:USW00014732,",,W,2400",122
2022-06-27,TMAX,GHCND:USW00014732,",,W,2400",261
2022-06-27,TMIN,GHCND:USW00014732,",,W,2400",206
2022-06-28,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-28,TMAX,GHCND:USW00014732,",,W,2400",261
2022-06-28,TMIN,GHCND:USW00014732,",,W,2400",200
2022-06-29,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-29,TMAX,GHCND:USW00014732,",,W,2400",300
2022-06-29,TMIN,GHCND:USW00014732,",,W,2400",189
2022-06-30,PRCP,GHCND:USW00014732,",,W,2400",0
2022-06-30,TMAX,GHCND:USW00014732,",,W,2400",311
2022-06-30,TMIN,GHCND:USW00014732,",,W,2400",217
